 280.06076    0.00000
 280.08482    0.00000
 280.10887    0.00000
 280.13292    0.00000
 280.15697    0.00000
 280.18103    0.00000
 280.20508    0.00000
 280.22913    0.00000
 280.25319    0.00000
 280.27724    0.00000
 280.30129    0.00000
 280.32535    0.00000
 280.34940    0.00000
 280.37345    0.00000
 280.39750    0.00000
 280.42156    0.00000
 280.44561    0.00000
 280.46966    0.00000
 280.49372    0.00000
 280.51777    0.00000
 280.54182    0.00000
 280.56587    0.00000
 280.58993    0.00000
 280.61398    0.00000
 280.63803    0.00000
 280.66209    0.00000
 280.68614    0.00000
 280.71019    0.00000
 280.73424    0.00000
 280.75830    0.00000
 280.78235    0.00000
 280.80640    0.00000
 280.83046    0.00000
 280.85451    0.00000
 280.87856    0.00000
 280.90261    0.00000
 280.92667    0.00000
 280.95072    0.00000
 280.97477    0.00000
 280.99883    0.00000
 281.02288    0.00000
 281.04693    0.00000
 281.07099    0.00000
 281.09504    0.00000
 281.11909    0.00000
 281.14314    0.00000
 281.16720    0.00000
 281.19125    0.00000
 281.21530    0.00000
 281.23936    0.00000
 281.26341    0.00000
 281.28746    0.00000
 281.31151    0.00000
 281.33557    0.00000
 281.35962    0.00000
 281.38367    0.00000
 281.40773    0.00000
 281.43178    0.00000
 281.45583    0.00000
 281.47988    0.00000
 281.50394    0.00000
 281.52799    0.00000
 281.55204    0.00000
 281.57610    0.00000
 281.60015    0.00000
 281.62420    0.00000
 281.64825    0.00000
 281.67231    0.00000
 281.69636    0.00000
 281.72041    0.00000
 281.74447    0.00000
 281.76852    0.00000
 281.79257    0.00000
 281.81662    0.00000
 281.84068    0.00000
 281.86473    0.00000
 281.88878    0.00000
 281.91284    0.00000
 281.93689    0.00000
 281.96094    0.00000
 281.98500    0.00000
 282.00905    0.00000
 282.03310    0.00000
 282.05715    0.00000
 282.08121    0.00000
 282.10526    0.00000
 282.12931    0.00000
 282.15337    0.00000
 282.17742    0.00000
 282.20147    0.00000
 282.22552    0.00000
 282.24958    0.00000
 282.27363    0.00000
 282.29768    0.00000
 282.32174    0.00000
 282.34579    0.00000
 282.36984    0.00000
 282.39389    0.00000
 282.41795    0.00000
 282.44200    0.00000
 282.46605    0.00000
 282.49011    0.00000
 282.51416    0.00000
 282.53821    0.00000
 282.56226    0.00000
 282.58632    0.00000
 282.61037    0.00000
 282.63442    0.00000
 282.65848    0.00000
 282.68253    0.00000
 282.70658    0.00000
 282.73064    0.00000
 282.75469    0.00000
 282.77874    0.00000
 282.80279    0.00000
 282.82685    0.00000
 282.85090    0.00000
 282.87495    0.00000
 282.89901    0.00000
 282.92306    0.00000
 282.94711    0.00000
 282.97116    0.00000
 282.99522    0.00000
 283.01927    0.00000
 283.04332    0.00000
 283.06738    0.00000
 283.09143    0.00000
 283.11548    0.00000
 283.13953    0.00000
 283.16359    0.00000
 283.18764    0.00000
 283.21169    0.00000
 283.23575    0.00000
 283.25980    0.00000
 283.28385    0.00000
 283.30790    0.00000
 283.33196    0.00000
 283.35601    0.00000
 283.38006    0.00000
 283.40412    0.00000
 283.42817    0.00000
 283.45222    0.00000
 283.47627    0.00000
 283.50033    0.00000
